Settings,,default,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off,default,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off
,,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt,PDInt
ProblemName,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neos-826224,4,ok,timelimit,ok,timelimit,timelimit,ok,timelimit,timelimit,ok,timelimit,ok,ok,ok,ok,1159.03,2337.43,823.42,2686.92,1838.48,829.14,2589.86,60001.0,2316.6,1303.46,2527.64,1884.76,1121.16,1165.35
neos-826250,0,ok,ok,ok,ok,timelimit,ok,ok,ok,timelimit,timelimit,timelimit,timelimit,ok,timelimit,3159.05,3511.74,381.6,1804.35,3771.13,495.66,23134.26,44413.0,3313.92,2420.57,4738.0,3669.96,3391.7,2424.82
neos-826250,1,ok,ok,ok,ok,timelimit,ok,ok,ok,ok,timelimit,timelimit,timelimit,ok,ok,841.73,2966.36,279.5,2093.52,5721.81,268.8,21769.06,41532.0,3285.77,2263.97,5879.61,5632.32,831.05,390.46
neos-826250,2,ok,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok,5527.79,3882.38,313.88,2907.31,5324.26,385.35,22527.63,51883.0,2249.74,3567.84,1618.06,3639.08,5454.43,1059.99
neos-826250,3,ok,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok,2750.29,4258.44,383.97,2128.31,6896.55,404.77,18896.75,47618.0,2104.19,2117.29,2406.23,4649.06,2683.12,1153.69
neos-826250,4,timelimit,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,timelimit,3047.15,2695.98,293.04,2677.89,6963.8,317.08,13656.8,38138.0,3990.99,945.95,3048.73,4839.85,2949.82,3642.63
neos-826650,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60001.0,60000.0,24219.44,60000.0,60000.0,60001.0,60001.0,60001.0,60001.0,60000.0,60000.0,60001.0,60000.0,60000.0
neos-826650,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60000.0,60000.0,23451.45,60000.0,60001.0,60001.0,60000.0,60000.0,60001.0,60000.0,60001.0,60001.0,60001.0,60001.0
neos-826650,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60001.0,60000.0,60001.0,60001.0,60000.0,60000.0,60000.0,60001.0,60000.0,60000.0,60000.0,60001.0,60000.0,60001.0
neos-826650,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60000.0,60000.0,60000.0,60001.0,60001.0,60001.0,60000.0,60000.0,60000.0,60000.0,60001.0,60000.0,60000.0,60001.0
neos-826650,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60000.0,60001.0,38932.27,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60001.0,60003.0,60000.0,60001.0
neos-826694,0,timelimit,timelimit,ok,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,3234.02,4291.29,727.47,4288.93,4361.17,761.91,14615.33,60000.0,5230.05,2542.89,8335.99,4403.95,5391.07,3563.3
neos-826694,1,timelimit,timelimit,ok,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,4414.03,4304.48,783.1,4279.68,4924.2,797.79,14619.6,60001.0,5255.75,3457.45,8329.93,4920.49,4177.69,2645.79
neos-826694,2,timelimit,timelimit,ok,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,3646.75,4296.32,839.34,4304.84,4677.48,840.0,14629.99,60001.0,4693.99,3464.64,8329.93,4231.63,5871.51,2672.97
neos-826694,3,timelimit,timelimit,ok,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,4369.43,4345.61,817.58,4288.93,4004.58,818.89,14636.5,60001.0,5935.34,4312.58,8304.69,4195.28,6118.04,3619.52
neos-826694,4,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,4007.59,4318.22,1793.27,4297.58,6288.92,788.63,14638.62,60000.0,2735.75,3448.44,3952.82,6451.94,4521.55,3568.23
neos-826812,0,ok,timelimit,ok,ok,timelimit,ok,timelimit,timelimit,ok,ok,ok,ok,ok,ok,1467.95,21760.67,702.71,10045.41,3618.88,766.08,21731.34,60001.0,1991.64,988.74,1263.0,2945.54,1412.46,788.61
neos-826812,1,ok,ok,ok,ok,timelimit,ok,timelimit,ok,ok,ok,timelimit,ok,ok,ok,1682.26,11725.21,759.65,11439.35,4236.6,831.91,21749.51,23070.0,2063.58,1208.34,2110.65,3616.71,1585.01,893.32
neos-826812,2,ok,timelimit,ok,ok,timelimit,ok,timelimit,ok,ok,ok,timelimit,ok,ok,ok,804.85,21194.95,650.75,18851.97,3098.69,673.19,21731.34,56330.0,2348.2,1118.26,1497.79,2360.11,767.06,733.93
neos-826812,3,ok,ok,ok,ok,timelimit,ok,timelimit,ok,ok,ok,timelimit,ok,ok,ok,1058.81,14302.55,772.07,14048.83,2957.38,813.37,6130.35,29530.0,1088.82,2120.11,1257.55,1713.73,1056.61,1258.46
neos-826812,4,ok,ok,ok,ok,timelimit,ok,timelimit,ok,ok,ok,timelimit,ok,ok,ok,2106.2,11182.8,1019.03,18388.79,3925.45,801.06,21758.1,23542.0,1197.44,1660.13,2073.91,3278.4,2001.9,1042.16
neos-826841,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,9133.85,38061.16,4941.96,6523.95,9801.54,4018.86,14596.47,15496.94,11030.67,14818.02,8444.47,4809.99,10034.84,15618.74
neos-826841,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,3805.01,12102.03,4310.08,8881.47,60003.0,4842.92,10730.05,39272.18,15301.03,3317.38,17364.24,25799.66,22939.25,12923.99
neos-826841,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,4295.37,15688.87,2882.4,6585.7,7708.95,4450.04,9681.6,18211.09,3300.73,8773.56,3705.33,3268.09,4266.32,3784.32
neos-826841,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,4473.71,32196.56,3146.87,5968.09,60002.0,3056.88,12559.12,21334.88,20853.83,12079.48,3827.49,11875.24,12234.98,4275.03
neos-826841,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,12385.83,12737.41,3898.01,6109.71,7550.19,3634.37,12164.16,21784.6,7866.07,2506.08,4572.57,4198.29,3752.94,16841.98
neos-827015,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,37418.36,28089.5,37687.99,15377.13,72802.34,37800.17,59820.44,26803.22,37878.22,35371.99,36041.77,72691.04,36158.47,41085.31
neos-827015,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,47001.21,35508.88,34236.91,16964.93,72722.24,34149.72,33508.27,26712.09,32111.6,30414.41,33479.2,76434.04,37256.3,29048.61
neos-827015,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,39313.6,58824.43,37609.7,14481.25,73624.7,39859.95,38417.18,26865.93,40414.79,39940.69,35434.94,76168.53,44310.46,38665.94
neos-827015,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,49027.94,27742.57,33810.9,19461.7,77077.85,33003.34,35053.65,26826.67,29381.49,38693.19,36240.66,76263.4,28166.72,34316.55
neos-827015,4,timelimit,timelimit,timelimit,ok,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,42943.76,21908.32,38225.28,22614.35,77156.01,37192.3,45289.91,27982.62,43032.15,43210.21,45323.04,72313.09,32941.26,31836.28
neos-827175,0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,874.16,840.94,1028.88,896.16,900.18,1046.88,896.12,27991.0,1157.34,882.15,437.67,923.22,807.91,850.18
neos-827175,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,752.77,934.93,881.83,818.63,862.84,902.02,798.71,1571.0,1124.05,740.06,683.7,953.68,687.91,733.34
neos-827175,2,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,924.11,894.8,1039.25,913.92,1144.65,986.34,927.49,2215.0,1239.9,824.47,511.88,998.65,966.11,781.1
neos-827175,3,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,1084.73,944.86,1043.09,969.92,2801.81,1001.04,2436.32,2644.0,1355.2,856.86,508.36,2687.88,1035.2,819.16
neos-827175,4,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,931.07,1158.2,1015.03,1235.99,1319.65,989.91,1316.24,8038.0,1179.13,1006.4,530.59,1185.78,959.32,1057.2
neos-829552,0,timelimit,ok,timelimit,ok,timelimit,ok,ok,ok,ok,ok,ok,timelimit,timelimit,timelimit,15713.93,13778.36,23153.28,6655.35,55311.02,16165.64,13293.43,14124.72,15089.27,13181.49,15071.41,34333.1,15479.02,15636.07
neos-829552,1,ok,ok,timelimit,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok,9928.68,15201.19,23496.35,5911.01,55312.3,21053.11,14190.41,13571.43,10017.56,9246.55,13989.8,29897.87,9913.21,9819.91
neos-829552,2,ok,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,timelimit,ok,ok,20763.26,16236.02,12881.35,5974.68,55304.5,17946.79,16183.53,14094.58,18206.09,19990.0,14292.18,39809.61,20524.18,20578.66
neos-829552,3,ok,ok,ok,ok,timelimit,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,12689.25,15314.42,16241.72,6121.05,55311.66,15898.13,15672.85,14049.96,12374.72,12189.22,15012.16,33162.88,12485.33,12520.24
neos-829552,4,timelimit,ok,timelimit,ok,timelimit,ok,ok,ok,timelimit,timelimit,ok,timelimit,timelimit,timelimit,11065.39,11182.84,20219.46,4571.2,55311.55,19318.54,11165.09,14504.76,10840.87,12472.39,17216.01,29033.47,10974.11,11031.84
neos-830439,0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,17.0,7.0,23.0,7.0,17.0,25.0,17.0,52.0,36.0,7.0,1.0,18.0,16.0,16.0
neos-830439,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,16.0,7.0,23.0,7.0,18.0,24.0,16.0,65.0,32.0,8.0,2.0,17.0,15.0,17.0
neos-830439,2,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,17.0,7.0,24.0,7.0,15.0,25.0,16.0,50.0,32.0,7.0,2.0,16.0,18.0,18.0
neos-830439,3,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,17.0,6.0,24.0,8.0,19.0,26.0,15.0,60.0,35.0,7.0,2.0,17.0,17.0,16.0
neos-830439,4,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,17.0,8.0,27.0,6.0,16.0,24.0,16.0,50.0,33.0,8.0,2.0,18.0,18.0,17.0
neos-831188,0,ok,ok,timelimit,timelimit,timelimit,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,15944.66,28615.48,33940.89,24868.86,60000.0,18072.57,25593.57,32798.49,22049.05,15994.48,17151.03,18659.3,16450.19,19581.79
neos-831188,1,ok,ok,ok,ok,timelimit,timelimit,timelimit,ok,ok,ok,timelimit,ok,ok,timelimit,14875.04,13342.05,13584.48,25027.32,60000.0,14082.91,25449.17,21337.6,25504.74,14606.07,28084.45,31180.83,15517.66,30872.43
neos-831188,2,ok,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok,12271.66,18021.64,14890.66,9968.28,60000.0,36108.67,14032.3,24080.73,14997.35,18029.56,18777.04,21776.26,13450.44,19769.56
neos-831188,3,ok,ok,ok,timelimit,timelimit,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,20390.5,18728.29,18149.42,47874.61,60000.0,17987.13,41886.13,22193.23,11783.7,13318.34,28595.55,20330.55,13405.75,15780.46
neos-831188,4,timelimit,ok,ok,ok,timelimit,timelimit,ok,ok,ok,timelimit,ok,ok,timelimit,ok,28729.45,31109.46,20468.69,28003.03,60000.0,27750.19,27164.97,18460.73,17823.91,39500.86,23239.7,22245.96,19676.28,21017.07
neos-839838,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,51458.9,52208.95,51895.66,52428.67,52241.21,51601.94,51808.42,52747.94,52170.92,52471.85,52990.8,52191.91,51570.51,52536.7
neos-839838,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,52500.88,52539.59,52351.14,16688.74,51793.73,52038.26,51513.95,60001.0,52282.0,52489.08,53055.49,51794.66,52241.38,52215.48
neos-839838,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,52043.12,52363.4,52210.83,51532.22,51991.08,51171.86,52226.08,52745.89,52108.32,52488.3,52946.74,51800.05,52222.67,52107.55
neos-839838,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,52502.56,51666.04,52216.66,4499.87,51541.64,52502.53,52489.84,58886.73,52523.44,52485.14,52969.1,49732.69,52322.51,52249.17
neos-839838,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,52208.02,52534.43,51533.8,52486.48,52127.3,52097.25,52261.15,53387.95,52262.24,52460.89,53094.75,52057.34,51566.76,52440.78
neos-839859,0,ok,ok,ok,ok,timelimit,ok,timelimit,ok,ok,ok,ok,fail_objective_value,ok,ok,1244.62,488.22,457.44,426.33,7331.53,1463.35,3558.25,2020.91,554.63,1370.48,2359.76,2057.43,754.88,529.2
neos-839859,1,timelimit,ok,ok,ok,timelimit,ok,timelimit,ok,timelimit,ok,fail_objective_value,ok,ok,ok,3440.31,624.47,572.56,354.01,7784.5,1246.24,2750.48,2742.19,2138.8,1071.54,2256.11,1667.32,387.5,492.58
neos-839859,2,ok,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,timelimit,ok,ok,1143.08,797.44,531.58,158.04,6965.91,830.13,700.97,2153.95,693.21,423.5,2418.71,3130.82,321.38,405.58
neos-839859,3,ok,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,fail_objective_value,ok,ok,ok,937.46,370.02,400.11,276.43,7159.71,508.35,552.62,9330.28,459.21,410.11,2480.95,462.56,463.98,549.11
neos-839859,4,ok,ok,ok,ok,timelimit,fail_objective_value,ok,ok,timelimit,fail_objective_value,ok,ok,ok,fail_objective_value,633.11,414.44,355.14,195.74,6069.01,901.52,1794.91,6753.88,3052.52,970.6,2919.73,582.0,330.26,1285.46
neos-839894,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,35422.89,39208.34,35255.77,39222.88,41820.39,39089.3,39622.97,60001.0,0.0,32850.63,36444.16,41193.89,35244.99,41460.1
neos-839894,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,35607.99,39314.83,29952.53,39348.79,40665.11,39943.59,40031.01,60000.0,0.0,32468.59,35035.0,41015.92,36313.93,39006.43
neos-839894,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,34920.82,39286.86,31015.31,39155.21,40970.34,35834.36,39437.03,60000.0,0.0,32542.92,33977.02,41382.51,35631.84,41188.77
neos-839894,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,37314.26,39227.36,31276.04,39124.25,40480.32,37234.36,40137.65,60022.0,0.0,39159.26,36277.37,41063.57,37059.87,41553.33
neos-839894,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,35871.1,39185.5,29886.84,39164.39,40682.27,40062.65,40084.76,60001.0,0.0,32822.31,36160.74,41428.74,35470.88,41475.29
neos-841664,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,21063.81,15114.51,32904.87,16329.56,44171.61,21809.51,22091.23,36663.67,21081.97,21036.57,21141.28,22964.31,14470.87,18593.25
neos-841664,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,21073.07,14852.09,41774.99,15352.73,43748.04,21687.84,21447.72,38754.45,21102.26,20812.96,22472.44,20928.98,14571.85,19992.64
neos-841664,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,21116.56,15584.04,32248.36,16507.91,42764.8,21471.29,21324.32,43011.32,21273.08,21418.19,30278.1,19889.5,15121.93,19439.08
neos-841664,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,20988.47,15547.24,33705.8,15667.76,44688.56,22083.85,21182.64,37403.09,21009.27,21325.75,27746.1,21250.2,14651.56,23425.06
neos-841664,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,21399.56,16131.77,35515.37,15955.74,32353.52,42775.04,21770.44,36170.09,21116.61,21134.23,22038.23,21670.87,15460.32,18898.24
neos-847051,0,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,timelimit,fail_solution_infeasible,fail_solution_infeasible,timelimit,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,85.08,142.08,91.39,93.19,107.92,84.67,168.64,60000.0,77.16,51.18,119.87,99.4,68.68,66.09
neos-847051,1,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,timelimit,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,68.85,192.86,81.34,135.11,109.27,74.03,166.29,36154.5,74.1,60.82,102.22,115.12,69.82,71.92
neos-847051,2,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,timelimit,fail_solution_infeasible,fail_solution_infeasible,timelimit,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,95.92,148.2,71.11,123.07,93.79,111.32,169.99,60000.0,71.09,52.07,73.71,90.26,71.35,86.55
neos-847051,3,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,timelimit,fail_solution_infeasible,fail_solution_infeasible,timelimit,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,77.6,115.51,65.09,175.74,78.37,75.1,121.9,60000.0,64.29,41.25,43.07,81.54,90.74,96.76
neos-847051,4,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,timelimit,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,timelimit,fail_solution_infeasible,fail_solution_infeasible,timelimit,fail_solution_infeasible,fail_solution_infeasible,fail_solution_infeasible,76.52,202.43,67.15,539.71,94.71,83.55,134.89,60000.0,72.39,51.39,41.6,96.1,65.83,68.52
neos-847302,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60000.0,60000.0,60001.0,60001.0,60001.0,60000.0,60001.0,60000.0,60001.0,60000.0,60000.0,60000.0,60000.0,60000.0
neos-847302,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60000.0,60001.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0
neos-847302,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0
neos-847302,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60000.0,60000.0,60001.0,60001.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0
neos-847302,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,60000.0,60000.0,60000.0,60001.0,60001.0,60000.0,60001.0,60000.0,60000.0,60000.0,60001.0,60000.0,60000.0,60000.0
neos-848150,0,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,2054.0,1478.0,1058.0,832.0,38476.0,2361.0,1242.0,1802.0,2237.0,2332.0,2484.0,5832.0,3049.0,2279.0
neos-848150,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,2865.0,1903.0,1323.0,1549.0,44677.0,2665.0,2082.0,1899.0,2572.0,2201.0,2155.0,5495.0,2452.0,2107.0
neos-848150,2,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,2417.0,1533.0,1443.0,1380.0,33779.0,2259.0,1796.0,2666.0,2554.0,2248.0,2387.0,5358.0,2251.0,1896.0
neos-848150,3,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,2565.0,1575.0,1498.0,931.0,35487.0,2332.0,2212.0,1923.0,2342.0,114.0,2313.0,6305.0,2233.0,1744.0
neos-848150,4,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,2445.0,1416.0,1493.0,817.0,42049.0,1596.0,1832.0,1705.0,1868.0,131.0,2247.0,5239.0,2737.0,1570.0
neos-848198,0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,18235.29,32003.36,17280.97,30659.92,35729.46,36528.23,30559.3,39732.6,18119.14,17943.78,18197.54,19278.03,12855.43,11581.17
neos-848198,1,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,18780.59,31970.7,20470.5,31374.55,35946.91,36595.57,31796.99,40864.43,18750.86,18684.6,18786.41,19168.46,12803.77,12620.86
neos-848198,2,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,18844.95,32084.15,18739.8,31650.49,35279.78,36537.69,32263.47,39944.42,18740.65,18791.25,18732.05,19023.71,13057.1,12663.6
neos-848198,3,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,20029.46,30039.71,16800.3,28746.1,35554.16,36628.48,31611.85,40660.33,19998.33,20005.84,19999.96,19149.12,13933.18,11740.38
neos-848198,4,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,17860.74,33418.79,18228.07,28918.53,34980.48,36624.94,30917.67,40169.06,17997.79,17835.13,17843.43,17778.14,15464.09,11816.11
neos-848845,0,timelimit,ok,ok,timelimit,timelimit,ok,ok,timelimit,timelimit,timelimit,ok,ok,timelimit,ok,60000.0,47792.0,11044.0,60000.0,60000.0,42653.0,10376.0,60000.0,60000.0,60000.0,8976.0,35699.0,60000.0,14400.0
neos-848845,1,timelimit,ok,ok,ok,timelimit,ok,ok,timelimit,ok,ok,ok,ok,timelimit,timelimit,60000.0,10362.0,30166.0,41122.0,60001.0,45042.0,38619.0,60000.0,52894.0,34708.0,17768.0,21801.0,60000.0,60000.0
neos-848845,2,ok,timelimit,ok,timelimit,timelimit,ok,ok,timelimit,ok,timelimit,ok,ok,ok,ok,32285.0,60000.0,34129.0,60000.0,60000.0,10458.0,36964.0,60001.0,11506.0,60000.0,13724.0,41743.0,30992.0,35897.0
neos-848845,3,ok,ok,ok,timelimit,timelimit,ok,ok,ok,timelimit,ok,ok,timelimit,ok,ok,51475.0,16969.0,42776.0,60000.0,60001.0,8791.0,7356.0,15387.0,60000.0,9615.0,15559.0,60001.0,50478.0,27766.0
neos-848845,4,timelimit,ok,ok,ok,timelimit,ok,timelimit,timelimit,ok,ok,ok,timelimit,timelimit,timelimit,60000.0,53604.0,9174.0,54583.0,60001.0,21160.0,60000.0,60000.0,6798.0,27709.0,53712.0,60000.0,60000.0,60000.0
neos-849702,0,timelimit,timelimit,ok,timelimit,timelimit,ok,timelimit,timelimit,ok,ok,ok,ok,timelimit,ok,60000.0,60000.0,15641.0,60000.0,60000.0,26212.0,60000.0,60000.0,33397.0,10760.0,29157.0,34309.0,60000.0,24308.0
neos-849702,1,ok,timelimit,ok,ok,timelimit,timelimit,timelimit,timelimit,ok,ok,timelimit,timelimit,ok,ok,25154.0,60000.0,29428.0,47749.0,60000.0,60000.0,60000.0,60000.0,47103.0,24001.0,60000.0,60000.0,26237.0,50744.0
