Settings,,default,emphasis_cpsolver,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off,default,emphasis_cpsolver,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off
,,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
ProblemName,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATS-d_regions-goods200-bids1000_1700,2,45.68,600.0,49.97,69.9,129.19,319.03,62.91,45.55,54.83,58.22,47.76,72.31,74.0,45.42,57.82,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1700,3,48.16,600.0,57.86,70.47,114.09,304.52,70.36,52.6,55.01,65.83,47.89,65.8,79.63,48.1,58.88,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1700,4,47.11,600.0,51.43,75.39,112.92,303.26,93.46,55.64,55.38,58.16,47.6,71.01,76.46,46.64,75.67,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1701,0,47.99,600.0,45.62,84.26,287.97,398.66,62.1,37.99,42.02,46.93,46.56,60.14,58.66,47.76,56.2,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1701,1,45.07,600.0,44.8,87.5,288.21,402.69,55.4,37.15,47.01,45.77,57.24,71.35,61.19,44.9,56.08,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1701,2,47.09,600.0,40.8,113.62,289.62,401.13,51.58,37.77,42.03,46.38,42.61,73.02,57.87,47.71,56.06,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1701,3,50.13,600.0,39.87,85.96,183.8,399.03,62.24,37.52,48.91,48.03,43.11,73.44,54.05,50.32,56.29,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1701,4,46.14,600.0,38.79,75.72,304.41,400.93,58.76,38.03,42.24,45.3,47.16,76.51,63.54,46.26,64.92,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1702,0,10.43,600.0,8.61,12.18,5.51,23.68,11.33,8.76,8.63,10.53,8.85,11.83,17.26,10.3,10.84,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1702,1,10.35,600.0,8.57,12.14,6.48,20.95,10.68,8.78,8.78,10.72,8.76,11.94,18.67,10.33,10.42,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1702,2,10.42,600.0,8.62,12.18,6.5,21.73,10.69,8.78,8.73,10.61,8.78,12.06,16.96,10.33,10.25,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1702,3,10.46,600.0,8.61,12.14,5.52,23.5,10.73,8.69,8.73,10.66,8.83,12.04,18.36,10.25,10.51,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1702,4,10.46,600.0,8.64,11.38,6.44,23.75,10.7,8.74,8.73,10.6,8.93,11.73,15.11,10.37,10.3,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1703,0,13.9,600.0,19.29,18.69,27.74,107.3,16.53,17.32,17.37,21.65,12.32,19.41,24.22,13.86,17.73,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1703,1,16.07,600.0,12.8,17.12,17.47,105.54,16.47,17.27,18.23,22.14,12.62,18.53,22.47,16.19,17.9,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1703,2,16.19,600.0,12.86,17.13,21.34,114.87,16.56,17.45,17.34,21.0,12.52,18.46,24.23,16.14,17.7,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1703,3,14.19,600.0,12.78,17.63,21.7,106.86,14.38,17.28,17.25,22.78,12.49,19.4,24.02,14.03,17.85,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1703,4,16.25,600.0,12.9,16.94,17.7,113.68,21.47,17.34,17.21,21.62,12.43,19.28,24.87,16.16,17.75,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1704,0,31.73,600.0,30.43,70.02,94.18,298.87,38.37,32.34,31.63,30.89,35.08,50.87,55.3,31.67,56.96,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1704,1,32.42,600.0,30.2,78.47,93.35,299.52,41.38,32.82,31.68,34.97,33.47,51.42,38.91,32.32,48.24,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1704,2,35.01,600.0,30.63,64.39,90.05,298.38,42.79,38.72,31.71,34.48,36.54,51.33,41.44,35.02,48.36,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1704,3,31.81,600.0,30.98,73.92,92.13,300.67,39.14,32.46,31.8,34.09,35.59,55.27,42.8,32.02,44.26,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1704,4,32.2,600.0,31.56,70.27,92.16,303.58,40.35,38.57,35.69,36.4,32.67,50.97,40.85,32.02,45.76,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1705,0,28.71,600.0,23.73,42.72,65.31,286.9,26.87,29.46,26.22,27.52,24.85,24.24,35.21,28.79,26.9,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1705,1,28.4,600.0,26.82,30.09,80.57,293.85,32.22,28.26,26.34,27.84,27.08,24.71,32.66,28.29,27.4,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1705,2,27.47,600.0,25.66,27.14,80.48,290.14,28.4,25.52,26.32,27.6,25.17,31.53,42.06,27.56,27.15,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1705,3,26.81,600.0,25.68,30.48,63.56,286.48,28.47,24.67,26.33,27.76,26.77,28.53,27.78,26.87,24.25,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1705,4,28.48,600.0,25.61,30.18,50.36,295.55,34.71,28.41,26.15,27.45,24.97,28.83,43.94,28.08,22.19,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1706,0,17.82,600.0,15.04,22.66,25.49,65.9,18.07,14.69,13.72,17.88,14.87,19.4,22.82,17.64,19.49,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1706,1,17.79,600.0,16.05,22.67,23.49,65.83,18.16,14.68,13.66,17.61,14.86,22.16,22.16,17.61,19.44,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1706,2,17.75,600.0,15.3,20.89,17.68,63.14,18.07,14.81,13.69,17.9,14.8,20.69,22.95,17.65,18.88,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1706,3,17.83,600.0,15.34,19.88,23.37,62.09,18.23,14.71,13.73,17.72,14.85,21.34,21.36,17.76,19.51,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1706,4,18.07,600.0,14.99,21.62,23.4,63.8,18.28,14.85,13.67,17.9,14.96,20.46,22.64,17.89,19.98,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1707,0,22.37,600.0,20.45,30.1,41.44,193.09,35.23,20.73,16.22,24.17,21.72,22.47,28.09,22.24,20.04,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1707,1,21.63,600.0,22.0,28.3,39.58,192.97,22.44,22.92,16.33,24.84,22.23,21.27,33.58,21.6,23.24,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1707,2,21.89,600.0,20.37,39.74,42.25,193.8,22.78,18.5,15.88,25.62,22.65,21.23,28.74,21.7,18.98,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1707,3,22.26,600.0,20.73,27.68,48.31,194.58,22.7,20.27,16.12,25.1,21.4,20.57,32.9,22.1,18.33,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1707,4,21.03,600.0,20.76,32.4,47.83,192.97,21.75,21.43,16.33,25.12,22.09,21.19,28.26,21.08,19.21,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1708,0,17.05,600.0,12.91,15.24,39.09,78.48,17.43,14.69,14.59,20.06,17.27,18.98,19.73,16.99,18.04,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_1708,1,16.91,600.0,12.95,15.0,38.86,71.72,17.27,14.51,14.66,19.32,17.13,18.1,21.9,16.85,17.5,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
