Settings,,default,emphasis_cpsolver,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off,default,emphasis_cpsolver,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off
,,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
ProblemName,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATS-d_regions-goods200-bids1000_0961,2,37.22,600.0,30.2,55.35,96.56,182.21,43.36,35.97,32.91,33.96,31.87,49.17,46.38,37.47,42.58,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0961,3,33.55,600.0,32.82,54.07,97.6,182.97,47.1,36.1,31.5,33.74,32.38,44.03,52.43,34.29,47.16,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0961,4,35.97,600.0,32.3,57.61,89.29,184.62,45.46,37.42,32.62,35.07,31.97,46.88,48.55,36.69,42.0,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0962,0,23.32,600.0,23.91,32.26,27.76,67.94,24.94,20.43,21.61,23.91,22.18,26.78,33.4,24.1,22.6,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0962,1,24.7,600.0,24.12,31.67,29.94,69.03,24.14,20.81,20.64,24.36,20.79,26.85,29.98,24.49,21.93,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0962,2,24.57,600.0,23.39,34.1,27.56,69.27,25.07,20.7,20.7,26.1,21.36,26.2,27.22,24.47,23.42,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0962,3,23.84,600.0,23.67,29.59,27.65,69.19,24.22,20.25,21.88,23.56,21.05,22.93,29.89,23.97,21.04,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0962,4,23.12,600.0,23.91,28.59,28.91,68.57,24.93,20.9,20.79,25.45,22.51,23.43,29.62,23.7,20.67,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0963,0,21.94,600.0,32.35,25.65,44.75,99.97,23.13,20.94,20.37,21.78,20.62,28.84,29.44,22.27,33.11,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0963,1,22.52,600.0,21.02,26.17,59.35,100.54,22.74,20.78,20.55,22.11,20.52,28.31,30.8,22.55,31.2,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0963,2,22.07,600.0,21.12,27.02,63.17,101.04,22.98,20.78,20.46,21.39,20.41,28.27,29.78,22.55,31.13,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0963,3,21.99,600.0,21.12,26.37,43.84,101.26,22.49,20.92,20.41,21.12,20.78,31.9,28.79,22.38,30.98,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0963,4,22.41,600.0,20.94,26.49,60.21,100.59,22.82,20.68,20.44,21.99,20.68,28.83,30.08,22.27,30.08,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0964,0,32.44,600.0,30.15,49.44,54.74,181.36,39.72,28.06,27.05,36.05,32.5,49.61,33.99,32.82,39.82,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0964,1,31.65,600.0,29.56,53.26,49.71,197.14,63.45,28.31,28.63,35.94,33.48,50.57,34.55,31.56,43.93,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0964,2,33.11,600.0,26.68,59.2,53.18,153.23,43.73,28.11,30.53,33.15,33.23,50.81,37.01,33.12,44.52,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0964,3,32.38,600.0,27.89,55.48,60.5,196.29,45.29,28.56,27.21,35.54,30.46,41.31,34.16,32.43,41.64,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0964,4,31.19,600.0,28.34,47.46,68.54,152.77,39.27,28.56,26.83,33.7,35.54,51.32,40.13,31.77,50.59,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0965,0,24.51,600.0,21.58,30.07,58.9,105.79,24.46,20.64,21.05,25.96,20.51,27.52,35.53,24.58,24.76,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0965,1,24.57,600.0,21.75,31.62,52.13,106.53,25.31,21.45,21.05,25.88,20.22,27.7,34.2,24.56,26.62,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0965,2,23.9,600.0,21.04,33.12,55.14,106.89,25.3,21.35,21.83,25.7,20.61,25.81,33.71,24.74,25.82,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0965,3,24.84,600.0,20.95,32.47,53.92,108.73,25.39,20.57,20.98,25.59,20.34,28.33,35.21,24.79,26.17,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0965,4,24.5,600.0,21.02,32.32,59.25,107.0,25.3,21.05,20.97,25.1,21.27,27.84,35.35,24.65,25.61,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0966,0,40.03,600.0,36.23,67.22,127.45,343.45,43.23,31.03,36.06,40.07,41.72,52.92,47.87,41.18,41.1,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0966,1,36.35,600.0,31.03,59.49,135.5,343.03,45.69,31.38,34.97,39.97,40.41,44.98,44.89,36.25,40.18,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0966,2,39.4,600.0,39.32,54.84,137.02,308.04,43.11,31.2,34.73,40.1,38.66,48.74,42.99,39.23,43.92,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0966,3,40.26,600.0,30.82,70.05,129.91,376.1,44.98,33.45,34.69,40.1,34.51,45.27,50.07,41.14,34.47,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0966,4,35.53,600.0,37.96,70.3,119.08,343.75,66.81,31.38,33.72,40.29,37.95,49.97,45.53,36.32,37.83,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0967,0,34.61,600.0,38.17,75.15,189.98,262.87,38.93,36.72,33.77,39.11,38.82,81.03,60.71,34.53,72.11,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0967,1,33.42,600.0,38.1,78.79,189.25,264.06,37.35,39.26,33.73,39.4,47.24,93.45,51.65,33.33,72.58,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0967,2,33.52,600.0,38.16,75.28,188.69,262.92,37.69,38.84,33.81,39.08,38.43,93.1,57.73,33.23,77.26,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0967,3,33.49,600.0,39.84,79.56,181.97,263.17,35.36,42.25,33.81,44.09,36.56,93.35,45.29,33.29,72.47,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0967,4,34.15,600.0,38.11,74.83,185.62,264.52,39.73,41.83,33.65,39.99,38.99,100.77,45.29,35.07,72.56,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0968,0,23.6,600.0,24.17,51.73,68.34,162.65,28.56,21.95,22.94,24.27,25.65,41.73,30.59,23.7,38.68,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0968,1,20.79,600.0,25.35,49.58,71.3,162.87,26.0,23.81,22.87,27.21,25.34,44.68,32.91,21.21,47.18,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0968,2,24.68,600.0,26.81,51.02,83.13,161.94,27.61,23.5,23.07,24.12,25.24,44.99,32.22,24.8,46.46,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0968,3,21.84,600.0,24.82,47.52,67.52,160.37,25.51,21.85,22.84,23.06,25.33,38.43,35.47,21.83,39.48,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0968,4,24.85,600.0,25.81,48.91,78.71,161.9,29.75,24.05,23.04,25.37,27.37,38.83,28.59,24.67,38.69,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0969,0,19.25,600.0,17.83,27.58,46.83,78.82,20.09,16.33,17.17,19.71,20.88,53.04,22.72,19.39,36.84,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0969,1,19.44,600.0,17.99,27.27,46.39,78.21,20.81,16.8,17.17,19.67,17.65,35.93,22.68,20.05,41.07,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0969,2,19.12,600.0,16.85,29.44,42.4,80.01,19.78,15.7,16.83,20.37,17.33,56.96,22.9,19.71,34.02,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0969,3,19.71,600.0,17.13,27.92,43.08,78.42,21.8,16.36,16.92,19.72,21.11,35.0,22.29,19.62,39.74,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0969,4,19.83,600.0,25.43,28.92,46.01,79.15,20.92,15.92,16.08,19.77,17.57,38.61,23.02,19.89,37.92,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0970,0,39.02,600.0,41.88,60.96,135.28,327.23,59.48,37.78,34.66,39.36,32.76,42.28,56.32,38.88,39.68,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0970,1,40.05,600.0,36.2,58.08,134.95,327.11,52.57,38.72,33.51,41.12,36.02,53.23,56.54,39.9,43.29,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0970,2,39.41,600.0,32.67,56.98,140.16,325.32,54.54,41.57,34.45,55.58,33.39,43.24,62.57,39.39,39.35,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0970,3,46.26,600.0,34.48,59.38,139.7,326.53,64.59,37.1,34.7,41.2,37.27,48.48,54.41,45.96,39.54,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0970,4,36.49,600.0,33.03,58.05,137.67,325.9,49.14,39.29,34.87,38.52,34.7,42.16,59.12,36.65,35.94,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0971,0,80.49,600.0,88.12,159.86,276.51,563.77,126.34,81.24,75.32,79.11,90.06,105.11,96.79,84.06,101.28,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0971,1,86.24,600.0,88.91,169.26,210.4,567.19,123.15,102.56,75.15,129.39,76.94,104.99,114.36,85.74,82.26,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0971,2,68.7,600.0,76.78,136.29,219.74,567.43,96.91,101.73,75.71,81.33,91.3,95.61,105.86,69.74,100.35,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0971,3,74.25,600.0,93.25,125.95,211.44,566.72,124.95,102.02,74.8,72.84,76.08,97.83,123.26,74.92,99.54,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0971,4,83.44,600.0,90.53,124.18,205.4,565.67,122.52,101.51,75.89,81.89,95.07,103.05,104.25,83.47,113.79,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0972,0,39.15,600.0,49.8,75.53,105.31,236.17,57.23,43.81,48.81,40.7,37.33,42.41,66.53,38.78,40.4,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0972,1,37.16,600.0,52.69,91.46,109.56,236.53,53.11,54.85,48.73,43.08,41.81,55.63,54.58,36.99,41.16,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0972,2,37.22,600.0,55.98,83.51,126.6,240.61,55.65,42.78,48.94,39.25,43.07,54.6,58.13,38.03,43.47,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0972,3,40.17,600.0,76.1,50.78,91.57,239.51,54.96,43.9,48.45,39.87,45.32,50.96,50.91,40.51,40.76,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0972,4,37.64,600.0,38.83,57.21,127.12,237.28,56.43,45.11,48.79,52.1,48.03,60.38,51.44,37.84,43.13,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0973,0,29.26,600.0,29.41,44.41,72.04,227.07,35.9,28.33,33.14,34.45,30.44,45.07,41.08,29.3,42.02,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0973,1,28.52,600.0,30.01,48.63,76.68,229.2,36.64,28.43,32.42,35.33,30.48,41.85,42.32,29.5,43.61,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0973,2,27.37,600.0,29.88,41.0,69.09,227.14,33.38,30.25,32.71,51.41,31.14,44.69,47.71,27.72,43.28,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0973,3,26.66,600.0,28.7,43.19,66.59,227.43,49.95,28.55,32.71,33.58,30.56,45.28,45.45,27.58,44.75,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0973,4,28.44,600.0,29.91,43.05,72.16,227.6,35.36,30.36,32.07,35.04,31.26,40.29,41.35,28.98,38.86,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0974,0,17.98,600.0,17.59,32.62,48.97,81.93,18.98,16.62,17.93,24.28,18.24,29.83,28.49,18.66,28.6,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0974,1,18.36,600.0,17.63,31.47,36.48,83.31,18.82,16.77,17.38,24.38,18.36,31.31,29.46,18.87,26.0,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0974,2,18.79,600.0,18.1,31.39,39.61,83.02,19.04,16.25,17.93,24.81,17.8,29.58,27.14,18.7,28.56,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0974,3,18.61,600.0,17.65,34.08,47.41,82.27,18.5,16.58,17.33,24.1,18.23,32.93,29.02,18.72,24.37,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0974,4,18.12,600.0,17.93,32.74,64.82,82.29,18.51,16.52,17.39,24.06,18.07,30.8,28.69,18.61,29.32,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0975,0,27.32,600.0,19.44,19.62,55.25,169.52,28.71,17.13,18.04,19.74,17.34,28.5,27.45,27.54,24.0,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
