Settings,,default,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off,default,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off
,,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
ProblemName,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opm2-z11-s8,2,600.15,600.01,600.0,600.0,,600.02,600.04,600.01,600.0,600.03,600.04,715.6,600.07,600.03,timelimit,timelimit,timelimit,timelimit,,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
opm2-z11-s8,3,600.02,600.04,600.02,600.0,1745.52,600.02,600.1,600.01,600.0,600.01,600.01,723.32,600.01,600.02,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
opm2-z11-s8,4,600.0,600.02,600.02,600.0,1757.56,600.24,600.02,600.0,600.0,600.04,600.06,636.48,600.02,600.02,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
opm2-z12-s14,0,600.04,600.04,600.0,600.07,884.55,600.0,600.0,600.0,600.0,600.0,600.03,908.33,606.97,600.05,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
opm2-z12-s14,1,600.05,600.03,600.0,600.01,1007.84,600.87,600.04,600.0,600.0,600.0,600.03,1130.72,600.0,600.02,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
opm2-z12-s14,2,600.0,600.0,601.53,600.01,994.3,600.0,600.0,600.02,600.0,600.0,600.03,1132.71,600.0,600.02,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
opm2-z12-s14,3,600.03,600.02,600.0,600.05,904.88,601.17,600.0,600.0,600.0,600.05,600.04,905.0,600.0,600.03,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
opm2-z12-s14,4,600.0,600.03,600.0,604.97,941.91,600.03,600.0,600.0,600.0,600.04,600.04,1156.68,600.0,600.03,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
opm2-z12-s7,0,600.04,600.04,600.0,600.0,1077.33,655.76,600.0,600.0,600.0,600.05,600.03,908.32,600.0,600.04,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
opm2-z12-s7,1,600.0,600.06,600.04,601.52,911.88,600.0,600.0,600.02,600.01,600.04,600.04,962.05,600.04,600.05,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
opm2-z12-s7,2,603.47,600.08,600.0,600.31,600.01,600.0,600.0,600.03,600.0,600.04,600.04,1163.03,600.0,600.05,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
opm2-z12-s7,3,600.0,600.03,600.0,600.01,1064.69,600.0,600.0,600.0,600.0,600.05,600.04,1157.41,600.0,600.11,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
opm2-z12-s7,4,600.0,600.0,600.09,600.02,1060.9,600.04,600.0,600.06,600.0,600.03,600.04,987.6,600.0,600.05,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
opm2-z7-s2,0,325.65,330.84,400.92,441.81,600.0,594.24,394.11,362.25,308.2,322.63,316.88,342.72,325.46,323.71,ok,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok
opm2-z7-s2,1,275.48,272.69,375.24,275.41,600.0,396.64,308.77,600.0,389.04,399.83,357.21,293.77,271.89,265.64,ok,ok,ok,ok,timelimit,ok,ok,timelimit,ok,ok,ok,ok,ok,ok
opm2-z7-s2,2,383.27,442.93,302.16,330.47,600.0,600.08,406.48,524.67,600.0,454.59,291.66,393.18,374.2,387.96,ok,ok,ok,ok,timelimit,timelimit,ok,ok,timelimit,ok,ok,ok,ok,ok
opm2-z7-s2,3,326.32,442.28,356.01,336.33,600.0,479.21,396.18,306.16,452.86,329.99,307.51,417.92,323.37,328.59,ok,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok
opm2-z7-s2,4,334.0,304.6,366.13,452.3,600.01,457.93,319.49,418.26,350.36,279.49,341.3,338.93,330.87,326.75,ok,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,ok,ok,ok
opm2-z9-s14,0,600.02,600.0,600.01,600.01,600.01,600.0,600.01,600.01,600.01,600.02,600.02,600.0,600.01,600.01,better,better,better,better,better,better,better,better,better,better,better,better,better,better
opm2-z9-s14,1,600.0,600.01,600.0,600.01,600.02,600.01,600.01,600.0,600.01,600.01,600.0,600.01,600.01,600.01,better,better,better,better,better,better,better,better,better,better,better,better,better,better
opm2-z9-s14,2,600.0,600.0,600.01,600.0,600.02,600.16,600.0,600.01,600.01,600.0,600.0,600.01,600.0,600.0,better,better,better,better,better,better,better,better,better,better,better,better,better,better
opm2-z9-s14,3,600.0,600.01,600.01,600.01,600.02,600.02,600.14,600.0,600.02,600.01,600.0,600.02,600.01,600.01,better,better,better,better,better,better,better,better,better,better,better,better,better,better
opm2-z9-s14,4,600.01,600.1,600.28,600.0,600.01,600.0,600.01,600.0,600.01,600.01,600.0,600.0,600.01,600.01,better,better,better,better,better,better,better,better,better,better,better,better,better,better
opt1217,0,0.5,600.0,600.0,600.01,1.7,0.5,0.5,600.0,0.5,0.5,600.01,1.59,600.0,600.01,ok,timelimit,timelimit,timelimit,ok,ok,ok,timelimit,ok,ok,timelimit,ok,timelimit,timelimit
opt1217,1,0.5,600.02,600.0,600.01,3.34,0.5,0.5,600.0,0.5,0.5,600.01,3.55,600.01,600.01,ok,timelimit,timelimit,timelimit,ok,ok,ok,timelimit,ok,ok,timelimit,ok,timelimit,timelimit
opt1217,2,600.0,600.01,600.0,600.01,0.84,0.5,600.0,600.0,600.0,600.0,600.02,0.83,600.0,600.01,timelimit,timelimit,timelimit,timelimit,ok,ok,timelimit,timelimit,timelimit,timelimit,timelimit,ok,timelimit,timelimit
opt1217,3,0.5,600.0,600.0,600.01,0.8,600.0,0.5,600.0,0.5,0.5,600.01,0.81,600.0,600.01,ok,timelimit,timelimit,timelimit,ok,timelimit,ok,timelimit,ok,ok,timelimit,ok,timelimit,timelimit
opt1217,4,0.5,600.0,600.0,600.01,1.77,600.0,0.5,600.0,0.5,0.5,600.01,1.76,600.0,600.01,ok,timelimit,timelimit,timelimit,ok,timelimit,ok,timelimit,ok,ok,timelimit,ok,timelimit,timelimit
p0033,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0033,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0033,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0033,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0033,4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0201,0,0.95,0.96,1.01,0.5,1.17,0.89,0.95,0.86,0.97,1.42,1.52,1.02,0.73,0.61,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0201,1,0.99,0.91,0.95,0.53,1.35,0.92,1.01,0.83,0.98,1.17,1.5,1.08,1.42,0.82,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0201,2,0.55,1.04,1.0,0.68,1.49,0.71,0.56,0.77,0.55,1.15,1.54,1.23,0.71,0.79,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0201,3,1.07,1.3,1.1,0.52,1.6,0.95,0.89,0.72,1.08,1.28,1.62,1.23,1.31,0.58,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0201,4,0.88,1.02,0.95,0.5,1.38,0.74,1.06,0.72,0.88,1.03,1.24,1.18,0.68,0.64,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0282,0,0.5,0.5,0.5,0.5,1.14,0.5,0.5,1.04,0.5,0.5,0.5,1.02,0.5,0.5,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0282,1,0.5,0.5,0.5,0.5,1.17,0.5,0.5,1.1,0.5,0.5,0.5,1.18,0.5,0.5,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0282,2,0.5,0.5,0.5,0.5,1.1,0.5,0.5,1.06,0.5,0.5,0.5,0.97,0.5,0.5,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0282,3,0.5,0.5,0.5,0.5,1.4,0.5,0.5,1.08,0.5,0.5,0.5,1.34,0.5,0.5,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0282,4,0.5,0.5,0.5,0.5,1.31,0.5,0.5,1.09,0.5,0.5,0.5,1.3,0.5,0.5,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0548,0,0.5,0.5,0.5,0.5,0.53,0.5,0.5,0.5,0.5,0.5,0.5,0.55,0.5,1.33,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0548,1,0.5,0.5,0.5,0.5,0.54,0.5,0.5,0.5,0.5,0.5,0.5,0.56,0.5,1.66,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0548,2,0.5,0.5,0.5,0.5,0.53,0.5,0.5,0.5,0.5,0.5,0.57,0.56,0.5,1.99,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0548,3,0.5,0.5,0.5,0.5,0.57,0.5,0.5,0.5,0.5,0.5,0.5,0.54,0.5,2.13,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p0548,4,0.5,0.5,0.5,0.5,0.55,0.5,0.5,0.5,0.5,0.5,0.5,0.55,0.5,1.57,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p100x588b,0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
p100x588b,1,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.01,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
p100x588b,2,600.0,600.01,600.0,600.01,600.0,600.0,600.0,600.01,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
p100x588b,3,600.0,600.0,600.0,600.0,600.0,600.01,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
p100x588b,4,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.01,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
p2756,0,1.37,1.8,0.83,0.93,2.98,1.74,1.39,1.85,1.67,1.46,2.38,2.86,1.02,18.07,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p2756,1,1.57,1.78,0.78,1.14,2.91,1.72,1.54,2.24,1.79,1.54,3.1,2.88,1.81,14.69,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p2756,2,1.37,1.83,0.86,1.17,2.85,1.76,1.42,2.34,1.68,1.26,2.0,2.67,1.05,10.86,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p2756,3,1.38,1.74,1.23,0.86,3.54,1.71,1.4,2.24,1.71,1.65,1.66,3.53,1.02,8.63,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p2756,4,1.38,1.88,1.04,0.94,3.59,1.82,1.32,2.21,1.87,1.48,1.48,3.52,1.04,9.2,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
p2m2p1m1p0n100,0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
p2m2p1m1p0n100,1,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
p2m2p1m1p0n100,2,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
p2m2p1m1p0n100,3,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
p2m2p1m1p0n100,4,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
p6b,0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
p6b,1,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
p6b,2,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
p6b,3,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
p6b,4,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
p80x400b,0,600.0,600.0,600.0,600.01,600.0,600.0,600.0,600.01,600.0,600.0,600.01,600.0,600.0,600.01,better,better,better,better,better,better,better,better,better,better,better,better,better,better
p80x400b,1,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.01,600.0,600.0,600.01,better,better,better,better,better,better,better,better,better,better,better,better,better,better
p80x400b,2,600.0,600.01,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.01,600.02,better,better,better,better,better,better,better,better,better,better,better,better,better,better
p80x400b,3,600.01,600.01,600.0,600.01,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.01,600.01,better,better,better,better,better,better,better,better,better,better,better,better,better,better
p80x400b,4,600.0,600.0,600.0,600.01,600.0,600.0,600.0,600.0,600.0,600.01,600.0,600.0,600.01,600.01,better,better,better,better,better,better,better,better,better,better,better,better,better,better
pb-simp-nonunif,0,600.0,600.0,600.04,600.0,600.01,600.0,600.0,600.0,600.0,600.0,600.0,600.03,600.0,600.02,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pb-simp-nonunif,1,600.01,600.0,600.0,600.01,600.03,600.0,600.0,600.0,600.0,600.0,600.0,600.03,600.0,600.02,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pb-simp-nonunif,2,600.0,600.0,600.01,600.01,633.86,600.0,600.0,600.0,600.0,600.0,600.0,600.02,600.0,600.02,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pb-simp-nonunif,3,600.02,600.0,602.16,600.01,600.03,600.71,600.02,600.0,600.0,600.0,600.0,600.02,600.01,600.01,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pb-simp-nonunif,4,600.02,600.0,600.01,600.01,600.03,608.67,600.02,600.0,600.0,600.01,600.0,600.03,600.02,600.01,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pg,0,16.07,10.46,15.3,600.0,17.46,22.46,14.73,17.28,15.87,11.32,600.0,15.67,8.5,600.0,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,timelimit,ok,ok,timelimit
pg,1,15.85,11.81,16.12,600.0,18.0,21.44,16.88,16.38,15.84,12.08,600.0,15.89,8.73,600.0,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,timelimit,ok,ok,timelimit
pg,2,14.43,11.84,18.11,600.0,20.24,20.18,16.05,18.81,14.48,12.48,600.0,15.46,8.7,600.0,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,timelimit,ok,ok,timelimit
pg,3,15.76,11.17,16.34,600.0,18.25,17.18,14.5,17.45,15.43,12.68,600.0,15.01,9.29,600.0,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,timelimit,ok,ok,timelimit
pg,4,14.88,9.97,16.71,600.0,20.26,17.81,15.8,15.76,14.81,12.62,600.0,14.78,9.16,600.01,ok,ok,ok,timelimit,ok,ok,ok,ok,ok,ok,timelimit,ok,ok,timelimit
pg5_34,0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pg5_34,1,600.0,600.0,600.01,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pg5_34,2,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pg5_34,3,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pg5_34,4,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.01,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-10,0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-10,1,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-10,2,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-10,3,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-10,4,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-11,0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,better,better,better,better,better,better,better,better,better,better,better,better,better,better
pigeon-11,1,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,better,better,better,better,better,better,better,better,better,better,better,better,better,better
pigeon-11,2,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,better,better,better,better,better,better,better,better,better,better,better,better,better,better
pigeon-11,3,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,better,better,better,better,better,better,better,better,better,better,better,better,better,better
pigeon-11,4,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,better,better,better,better,better,better,better,better,better,better,better,better,better,better
pigeon-12,0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-12,1,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-12,2,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-12,3,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-12,4,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-13,0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-13,1,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-13,2,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-13,3,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-13,4,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-19,0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-19,1,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-19,2,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-19,3,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
pigeon-19,4,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit,timelimit
